symptoms,disease
and i frequently experience severe|i have a mild temperature and blood in my pee my head hurts almost constantly|i ve been experiencing lower back ache|involuntary desires to urinate additionally|urinary tract infection,urinary tract infection
and my urine smells awful i can hardly control when i urinate|and the impulses come on suddenly|i ve been experiencing low temperatures and bloody urination my head is in excruciating pain|since a few days ago|urinary tract infection,urinary tract infection
and there is occasionally blood in it because of my headaches at times|i frequently vomit and get discomfort at my pelvic area my urine occasionally smells almost unbearably bad|i have problems falling asleep|urinary tract infection,urinary tract infection
as well as black or crimson urine|but i can t seem to get my bladder empty i occasionally get severe|i have to use the restroom frequently to relieve myself|uncontrolled desires to urinate|urinary tract infection,urinary tract infection
and the area near my kidneys hurts a lot i frequently experience these irrational cravings|i ve been experiencing really low moods and very bad urine odour i can t seem to keep my urine back|urinary tract infection,urinary tract infection
and i can t seem to control the desire to urinate|i have to use the restroom frequently|urinary tract infection|yet only a few drops of pee are usually produced my stomach aches a lot,urinary tract infection
and has a really strange odour i have been experiencing temperature changes very regularly|my urine is frequently black|red|urinary tract infection|which usually prevents me from sleeping at night,urinary tract infection
blood has been found in my urination i sometimes have nausea when urinating i regularly feel like i m almost fever|urinary tract infection,urinary tract infection
my pee smells strongly and is cloudy in appearance i ve had high temperatures and a regular urge to urinate at night since these symptoms first materialised|urinary tract infection,urinary tract infection
and the stench is horrible what ought i to do if i think i m infected|i ve been having frequent|strong|sudden urges to urinate i occasionally urinate with blood in it|urinary tract infection,urinary tract infection
i pee with blood in it and have mild nausea help i also occasionally experience high nighttime temperatures and a dreadful urine odour|on rare occasions|urinary tract infection,urinary tract infection
and when i urinate|i ve been weak|it feels like it s exploding i ve been having low body temps ever since i started having these new symptoms because of this|my lower abdomen hurts|urinary tract infection,urinary tract infection
and i have a low body temperature i have practically continual headaches and often strong|blood is in my pee|i ve started having lower back pain|uncontrollable need to urinate in addition|urinary tract infection,urinary tract infection
and my head hurts like hell i scarcely have any control over when i urinate|and the urges strike without warning|i ve had low temps and bloody urine for the past four days my pee smells terrible|urinary tract infection,urinary tract infection
and it occasionally has an absolutely intolerable odour i occasionally have trouble falling asleep because of my migraines|i regularly vomit and get pelvic pain there is occasionally blood in my pee|urinary tract infection,urinary tract infection
along with dark or red urine|but i can t seem to get my bladder to empty on sometimes|i get intense|i need to relieve myself regularly|uncontrollable urges to urinate|urinary tract infection,urinary tract infection
and i can t seem to hold my urine in i get these unreasonable urges all the time|and my pee smells awful my kidney region hurts a lot|my spirits have been incredibly low|urinary tract infection,urinary tract infection
but generally only a few drops of urine come out i have severe stomach pains and an overwhelming want to urinate|i have to go to the bathroom a lot|urinary tract infection,urinary tract infection
and both my body s temperature has been fluctuating often|is crimson or black in colour|my urine often has a weird odour|urinary tract infection|which typically keeps me up at night,urinary tract infection
i noticed blood in my urinating i occasionally feel sick after urinating i frequently feel as though i have a fever|urinary tract infection,urinary tract infection
i ve had high temperatures and frequent nighttime urges to urinate|my pee has a strong odour and a hazy look since these symptoms started|urinary tract infection,urinary tract infection
i occasionally urinate with blood in it and feel a little queasy help i also occasionally get horrible pee odours and excessive overnight temps|urinary tract infection,urinary tract infection
and it feels like it may explode when i urinate since i began experiencing these new symptoms|my body temperature has been consistently low that s why i ve been weak|my lower abdomen aches|urinary tract infection,urinary tract infection
and i hardly ever have any control over when they do|i ve experienced low temperatures and blood in my pee my head hurts so much and my urine smells awful the desires to urinate seldom come on cue|in the last four days|urinary tract infection,urinary tract infection
my pee frequently has an odd smell and is either red or black|or both the frequent changes in my body temperature usually keep me awake at night|urinary tract infection,urinary tract infection
my pee smells strongly and seems cloudy i ve had fevers and frequent overnight urination needs ever since these symptoms began|urinary tract infection,urinary tract infection
and i almost never have any control over when they do|and my head hurts so much urinary urges seldom occur on cue|i ve had low temps and blood in my urine for the past three days my pee smells terrible|urinary tract infection,urinary tract infection
allergy|and i am coughing all the time my head hurts and all the time|i have a runny_nose and i am sneezing all the time my eyes are itchy and often watery,allergy
allergy|i have sore_throat and i am sneezing all the time sometimes i have swelling on my face like my lips and near my eyes i just cant stop sneezing once i start sneezing,allergy
allergy|i hace difficulty in breething and shortness_of_breath i cough uncontrollably and get itchy eyes and swelling on my face and other body parts,allergy
allergy|i have a nasal congestion and blocked nose sometimes at night i have chest pain and tightness i have also lost my sense of smell and taste,allergy
allergy|i have asthma like symptoms like wheezing and difficulty breathing i often get fever and have headaches i feel tired all the time,allergy
allergy|i feel tired all the time|i have lost my taste and have a really sore_throat i also get fever and often have muscle aches sometimes my whole body just cramps up,allergy
allergy|i have been experiencing a loss of appetite and have difficulty swallowing food i have been suffering from sore_throat and runnny nose also,allergy
allergy|and have a tingling sensation in my throat i have also developed flaky skin sometimes i get puffy eyes and sometimes puffs up too|i feel fatigued all the time,allergy
allergy|and i have difficulty breathing sometimes at night night i get chest pain and nauseous|i have stomach cramps|nausea and diarrhea my throat is swollen,allergy
allergy|i have itchy and red skin sometimes these result in flaking my face and lips puff up and causes a lot of inconvinience i get watery eyes sometimes and headches when the puffing gets severe,allergy
allergy|and i frequently cough my head hurts constantly|i often sneeze and have a runny_nose my eyes are scratchy and frequently runny,allergy
allergy|i just can t stop|i often sneeze and have a sore_throat my lips and the area around my eyes occasionally swell once i start sneezing,allergy
allergy|and swelling all over my face and body|hacking cough|i have trouble breathing and get short of breath i have a dry|itchy eyes,allergy
allergy|i have a plugged nose and nasal congestion i occasionally have stiffness and chest discomfort at night i ve also lost my ability to taste and smell,allergy
allergy|i feel exhausted|i get symptoms of asthma|such as wheezing and breathing problems i frequently have headaches and fever all the time,allergy
allergy|and have an extremely scratchy throat i also have muscular pain and heat my entire body simply cramps up occasionally|have bad taste|i always feel exhausted,allergy
allergy|and i also have trouble swallowing my nose has been running|and i have a sore_throat|i ve been losing my appetite,allergy
allergy|i m always worn out and experiencing a tingle in my throat i ve also started to have dry skin my eyes occasionally swell up,allergy
allergy|and dizzy i have a swelling throat and am having breathing issues i occasionally have chest discomfort and nausea at night|i feel queasy|nauseous,allergy
allergy|my skin is red and scratchy these can occasionally flake my cheeks and lips swell|which is really annoying i occasionally have headaches and runny eyes because to the puffing,allergy
allergy|and my eyes are sore and watery my head hurts all the time|and my nose runs i constantly cough|i frequently sneeze,allergy
allergy|i have a sore_throat and frequently sneeze sometimes the skin around my eyes and my lips swells i just can t stop sneezing once i get going,allergy
allergy|and i have a dry|hacking cough|i have respiratory issues and experience breathlessness my face and torso are swollen|my eyes are itching,allergy
allergy|during the night|i have nasal congestion and a blocked nose on occasion|i have stiffness and chest pain additionally|i ve lost my senses of taste and smell,allergy
allergy|i get breathing issues and wheezing|which are asthma symptoms i regularly have fevers and headaches i constantly feel worn out,allergy
allergy|and have a really itchy throat my muscles are also hot and hurting sometimes my whole body just cramps up|have unpleasant taste in my mouth|i always feel worn out,allergy
allergy|along with losing my appetite|and my nose has been running|i ve been having swallowing issues i have a sore_throat,allergy
allergy|i always feel exhausted and have a tickle in my throat my skin has also started to feel dry i occasionally get ocular swelling,allergy
allergy|and shaky i m having trouble breathing since my throat is swollen on occasion|i m dizzy|my chest hurts and i feel sick|nauseated|throughout the night,allergy
allergy|and it is really unpleasant because of the puffing|i occasionally have headaches and wet eyes|my skin is irritated and inflamed sometimes|they can flake my lips and cheeks expand,allergy
allergy|and i cough all the time my head aches constantly|my nose runs and i sneeze a lot my eyes are wet and hurt,allergy
allergy|i just can t stop sneezing|i sneeze a lot and have a sore_throat my lips and the skin surrounding my eyes will occasionally swell once i start,allergy
allergy|and my face and body are bloated|hacking cough|i have a dry|i have breathing problems and become out of breath easily my eyes ache,allergy
allergy|i have a plugged nose and nasal congestion i occasionally have stiffness and chest discomfort during the night i ve also lost my ability to smell and taste,allergy
allergy|i get wheezing and breathing difficulties|which are asthma symptoms i frequently have headaches and fever i m continuously exhausted,allergy
allergy|and my throat itches a lot also heated and painful are my muscles my entire body can cramp up at times|have a bad taste in my mouth|i always feel exhausted,allergy
allergy|and i have a sore_throat|i ve been losing my appetite and having trouble swallowing my nose has been running,allergy
allergy|i always get a tickle in my throat and feel fatigued my skin has begun to feel dry as well i have ocular edema on occasion,allergy
allergy|and i occasionally feel ill|and wobbly my throat is enlarged and making it difficult for me to breathe my chest occasionally pains all through the night|i feel queasy|sick,allergy
allergy|my skin is swollen and itchy they may occasionally flake it hurts a lot when my cheeks and lips swell i occasionally get headaches and watery eyes from the puffing,allergy
allergy|and i frequently croak my head hurts all the time|i sneeze a lot and my nose is running my eyes ache and are damp,allergy
allergy|i have a sore_throat and a lot of sneezing there are times when the skin around my eyes and my lips swell i find that once i start|i just cannot stop,allergy
allergy|and i have a dry|hacking cough|i have trouble breathing and easily get out of breath my face and torso are swollen|my eyes hurt,allergy
allergy|during the night|i have nasal congestion and a blocked nose on occasion|i have stiffness and chest pain i ve also lost my senses of taste and smell,allergy
allergy|i get breathing issues and wheezing|which are asthma symptoms i regularly have fevers and headaches i m always worn out,allergy
a terrible taste in my mouth|allergy|and throat itchiness my muscles are also burning and uncomfortable sometimes i have cramps all throughout my body|i frequently have exhaustion,allergy
allergy|and i ve been having swallowing issues i have a sore_throat|and my nose has been running|my appetite has decreased,allergy
allergy|and i m worn out additionally|my skin has started to feel dry ocular inflammation occasionally affects me|my throat always tickles,allergy
allergy|and shaky i have a huge throat|i m nauseous|ill|which makes it tough for me to breathe i occasionally have nighttime chest aches and occasional sickness,allergy
allergy|my skin is itching and swollen sometimes|they could flake my lips and cheeks swelling aches a lot the puffing occasionally gives me headaches and runny eyes,allergy
gastroesophageal reflux disease|i often get aburning sensation in my throat while and especially after eating sometimes this also leaves a sour or bitter taste in my mouth and i get nauseos beacuse of this,gastroesophageal reflux disease
beacuse the food gets stuck in my throat i have a nagging pain in my upper abdomen|gastroesophageal reflux disease|i have heartburn and indigestion i often vomit whatever i eat and have difficultly swallowing food,gastroesophageal reflux disease
gastroesophageal reflux disease|i have frequent belching and burping i have chest pain that often radiates to the back of my neck|jaw and arm i get a feeling of tightness and pressure on my chest,gastroesophageal reflux disease
even when i haven t eaten anything acidic i get frequent hiccups and a feeling of lump in my throat|gastroesophageal reflux disease|i have a persistent sour taste in my mouth,gastroesophageal reflux disease
gastroesophageal reflux disease|i have a chronic bad breath and a sour taste in my mouth|it sometimes gets difficult to swallow food because of this tingling sensation in my throat,gastroesophageal reflux disease
especially eating spicy foods or fatty foods i get chest pain that gets worse when i lie down or bend over i also often have chest pain|gastroesophageal reflux disease|i get frequent heartburn and indigestion,gastroesophageal reflux disease
even after eating small meals i usually throw up and get heartburn and a tingling sensation in my throat|gastroesophageal reflux disease|i have a loss of appetite and difficulty swallowing i often have this persistent feeling of fullness,gastroesophageal reflux disease
especially in the morning i have a chronic nagging pain in my throat and bad breath i also have frequent belching|gastroesophageal reflux disease|i have a sore_throat or hoarseness,gastroesophageal reflux disease
after eating food and vomit it out|gastroesophageal reflux disease|i have a feeling of food or acid backing up into my throat i chest pain which gets worse if i lie down i get frequent heartburn or indigestion,gastroesophageal reflux disease
gastroesophageal reflux disease|i feel uneasiness after eating and usually vomit whatever i ve eaten i always have this pain in my abdomen and have really bad acid reflux,gastroesophageal reflux disease
especially after eating additionally|gastroesophageal reflux disease|i occasionally get a sour or bitter aftertaste|my throat frequently feels like it is burning|which causes me to feel queasy,gastroesophageal reflux disease
and i have trouble swallowing food because it gets caught in my throat my upper abdomen is bothering me|gastroesophageal reflux disease|i have indigestion and heartburn i frequently vomit everything i eat,gastroesophageal reflux disease
and arm i have pressure and tension in my chest|gastroesophageal reflux disease|jaw|my burping and belching are frequent i frequently get chest discomfort that spreads to the back of my neck,gastroesophageal reflux disease
even when i don t have anything acidic in my stomach|gastroesophageal reflux disease|i constantly have a sour taste in my mouth i frequently have hiccups and a lump in my throat,gastroesophageal reflux disease
and occasionally|gastroesophageal reflux disease|i always have foul breath and a sour taste in my mouth|the tingling in my throat makes it difficult to swallow meals,gastroesophageal reflux disease
gastroesophageal reflux disease|i frequently have heartburn and indigestion|my chest discomfort worsens my chest hurts quite a bit too|particularly after consuming spicy or fatty foods when i lie down or stoop over,gastroesophageal reflux disease
and swallowing is challenging even after eating little meals|and tingling in my throat|gastroesophageal reflux disease|i don t feel like eating|i frequently get this lingering sense of fullness typically|i have heartburn|nausea,gastroesophageal reflux disease
and i also have poor breath i also frequently burp|gastroesophageal reflux disease|i often wake up with a sore_throat or a scratchy voice my throat hurts constantly,gastroesophageal reflux disease
and lying down makes it worse after eating|gastroesophageal reflux disease|i feel as though acid or food is backing up into my throat my chest hurts|i frequently have heartburn or indigestion and throw up,gastroesophageal reflux disease
after eating|gastroesophageal reflux disease|i get queasy and frequently throw up everything i ve eaten i always get severe abdominal ache and have terrible acid reflux,gastroesophageal reflux disease
especially after eating|gastroesophageal reflux disease|my throat regularly feels like it is burning i also occasionally get a bitter or sour aftertaste|which makes me feel sick,gastroesophageal reflux disease
and food gets stuck in my throat|gastroesophageal reflux disease|i have heartburn and indigestion i regularly vomit everything i eat|making it difficult for me to swallow i have a pain in my upper abdomen,gastroesophageal reflux disease
and my arm in my chest|belching and burping are common in me i often get chest pain that radiates to the back of my neck|gastroesophageal reflux disease|my jaw|there is pressure and stress,gastroesophageal reflux disease
even when there is nothing acidic in my stomach i often get the hiccups and have a lump in my throat|gastroesophageal reflux disease|i get a sour taste in my mouth all the time,gastroesophageal reflux disease
and bad taste in my mouth|bad breath|gastroesophageal reflux disease|i periodically find it challenging to swallow food due to the tingling in my throat,gastroesophageal reflux disease
especially after eating spicy or fatty foods my chest pain is worse when i hunch over or lie down additionally|gastroesophageal reflux disease|my chest hurts a lot|regularly have indigestion and heartburn,gastroesophageal reflux disease
and swallowing is difficult i often have this lingering feeling of fullness even after little meals my typical symptoms include heartburn|and throat tingling|gastroesophageal reflux disease|i m not in the mood to eat|nausea,gastroesophageal reflux disease
gastroesophageal reflux disease|i frequently get a scratchy voice or a painful throat when i wake up i have bad breath and a continual sore_throat i also vomit a lot,gastroesophageal reflux disease
gastroesophageal reflux disease|my throat feels as though food or acid is backing up lying down only makes my chest pain more i regularly have heartburn or indigestion after eating and puke up,gastroesophageal reflux disease
gastroesophageal reflux disease|i often feel sick after eating and puke up the entire meal i constantly get excruciating acid reflux and severe stomach pain,gastroesophageal reflux disease
especially after eating a bitter or sour aftertaste that i occasionally experience also makes me feel unwell|gastroesophageal reflux disease|my throat often feels like it is burning,gastroesophageal reflux disease
and it is hard for me to swallow since food gets caught in my throat my upper abdomen is in discomfort|gastroesophageal reflux disease|i have indigestion and heartburn i frequently vomit everything i eat,gastroesophageal reflux disease
and the back of my neck there is pressure and stress in my chest|gastroesophageal reflux disease|jaw|my tendency is to belch and burp frequently i frequently get chest pain that spreads to my arm,gastroesophageal reflux disease
even when i don t have anything acidic in my stomach|gastroesophageal reflux disease|i constantly have a sour taste in my mouth i frequently have a lump in my throat and the hiccups,gastroesophageal reflux disease
and bad taste in my mouth make it difficult for me to swallow meals|gastroesophageal reflux disease|periodically|poor breath|the tingling in my throat,gastroesophageal reflux disease
gastroesophageal reflux disease|i routinely experience heartburn and indigestion|my chest discomfort becomes worse my chest hurts a lot as well|particularly after consuming spicy or fatty foods when i lean forward or lie down,gastroesophageal reflux disease
and swallowing is challenging even after little meals|and tingling in my throat|gastroesophageal reflux disease|heartburn|i don t feel like eating|i frequently get this lingering sensation of fullness my normal symptoms include nausea,gastroesophageal reflux disease
and i have horrible breath i frequently throw up|gastroesophageal reflux disease|i regularly wake up with a scratchy voice or a sore_throat my throat is constantly irritated,gastroesophageal reflux disease
gastroesophageal reflux disease|i frequently have heartburn or indigestion and throw up|it feels like food or acid is backing up in my throat my chest discomfort only becomes worse while i m lying down after eating,gastroesophageal reflux disease
after eating|gastroesophageal reflux disease|i frequently feel unwell and throw up the entire meal i suffer from painful acid reflux and excruciating stomach discomfort all the time,gastroesophageal reflux disease
especially after eating|gastroesophageal reflux disease|my throat frequently feels scorching i occasionally get a bitter or sour aftertaste that makes me feel sick,gastroesophageal reflux disease
and swallowing is difficult for me since food gets stuck in my throat i m experiencing pain in my upper abdomen|gastroesophageal reflux disease|i have heartburn and indigestion i regularly throw up everything i eat,gastroesophageal reflux disease
and neck my chest feels tight and stressed|gastroesophageal reflux disease|i have a tendency to burp and belch regularly i often get chest discomfort that radiates to my arm|jaw,gastroesophageal reflux disease
even when i don t have anything acidic in my stomach i regularly have the hiccups and a knot in my throat|gastroesophageal reflux disease|i always get a sour taste in my mouth,gastroesophageal reflux disease
and bad taste in my mouth|gastroesophageal reflux disease|i occasionally have trouble swallowing food because of the tingling in my throat|terrible breath,gastroesophageal reflux disease
especially after eating spicy or fatty foods my chest hurts when i lean forward or while i m lying down additionally|gastroesophageal reflux disease|i frequently have indigestion and heartburn|my chest hurts a lot,gastroesophageal reflux disease
gastroesophageal reflux disease|i regularly feel sick after eating and puke up the entire meal i constantly get horrible acid reflux agony and stomach discomfort,gastroesophageal reflux disease
especially after eating i occasionally get an aftertaste that is sour or bitter and makes me feel nauseous|gastroesophageal reflux disease|my throat often feels like it s on fire,gastroesophageal reflux disease
even when i don t have anything acidic in my stomach|gastroesophageal reflux disease|i constantly have a sour taste in my mouth i frequently have a lump in my throat and the hiccups,gastroesophageal reflux disease
and swallowing is difficult i often have this lingering feeling of fullness even after little meals my typical symptoms include heartburn|and throat tingling|gastroesophageal reflux disease|i m not in the mood to eat|nausea,gastroesophageal reflux disease
and also have a sense of change of taste and smell sometimes get very unbearable joint pain and muscle pain|drug reaction|i have a metallic taste in my mouth,drug reaction
drug reaction|have been having difficulty sleeping i have been having muscle twitching and tremors sometimes i get lightheaded|i have headaches and migraines,drug reaction
drug reaction|i have fever and feel very dizzy and lightheaded my heart is beating very fast and i feel very confused i am not able to think very clearing and everything feels very foggy,drug reaction
drug reaction|i have rashes on my skin and these flake off from time to time this leaves me prone to infection my fingers start twitching and sometimes i experience tremors,drug reaction
drug reaction|i feel very nauseous and have chest pain recently i have been experiencing chest pain i feel very uneasy and often sweat profusely,drug reaction
and rashes in my chest and back i get flaky skin from time to time and often this leaves marks on my body|drug reaction|i have itching all over my body,drug reaction
drug reaction|i have hair loss and there is a significant change in the texture of my hair i have dry and itchy sclap and increased dandruff my skin is also getting very dry,drug reaction
drug reaction|i am experiencing a decrease in my sex drive and difficulty to fucntion sexually i feel very light headed and confused and often experince brain fog,drug reaction
drug reaction|i am experiencing changes in my menstrual cycle and unexpected vaginal discharge i often get mood swings and feel agitated from time to time,drug reaction
drug reaction|i have experinenced significant weight gain and become very obese i have changes in my appetite and cravings for different foods,drug reaction
drug reaction|i have difficulty in maintianing concentration and very low mental clarity i often forget things and in general have difficulty remembering things,drug reaction
drug reaction|i also have a metallic aftertaste in my tongue occasionally get excruciating joint and muscular pain|in addition to experiencing a change in taste and fragrance,drug reaction
and i ve been having trouble falling asleep my muscles have been trembling and twitching i sometimes feel dizzy|drug reaction|i suffer migraines and headaches,drug reaction
and everything seems quite hazy|and my heart is racing i find it difficult to think clearly|drug reaction|i m feeling really lightheaded and dizzy when i have a temperature my mind is completely muddled,drug reaction
and occasionally i have tremors|drug reaction|my skin occasionally peels off the rashes that i have this makes me more vulnerable to infections my hands begin to shake,drug reaction
drug reaction|i have severe nausea and chest discomfort i have been having chest discomfort lately i often shiver a lot and feel really nervous,drug reaction
drug reaction|i have rashes in my chest and back and itch all over my body i occasionally have flaky skin|which frequently creates markings on my body,drug reaction
and i m experiencing hair loss my scalp is dry and itching|and my dandruff is becoming worse my skin is also becoming really dry|drug reaction|my hair s texture has significantly changed,drug reaction
and i m finding it harder to function sexually i regularly have brain fog and feel quite dizzy and disoriented|drug reaction|my sex desire has decreased,drug reaction
and i ve had an unexpected vaginal discharge i frequently experience mood swings and experience occasional agitation|drug reaction|my monthly cycle has changed,drug reaction
and i have desires for various things|drug reaction|i ve gained a lot of weight and am now quite fat my appetite varies,drug reaction
and my mental clarity is really poor i have trouble remembering things and frequently forget stuff|drug reaction|i struggle to maintain focus,drug reaction
drug reaction|my tongue also has a metallic aftertaste in addition to a change in taste and scent occasionally get acute muscle and joint ache,drug reaction
and i have been having difficulties sleeping my entire body has been shaking and twitching sometimes i become lightheaded|drug reaction|i have headaches and migraines,drug reaction
and everything appears to be somewhat blurry|and my head is absolutely foggy my ability to think properly is impaired|drug reaction|i feel quite woozy and lightheaded my heart is pounding|when i have a fever,drug reaction
and my hands start to shake|drug reaction|my rashes occasionally cause my skin to peel off i m more susceptible to illnesses as a result i start to tremble sometimes,drug reaction
both chest pain and extreme nausea are present recently|drug reaction|my chest has been hurting i frequently shiver a lot and am really anxious,drug reaction
and i have rashes on my back and chest my skin can be flaky on sometimes|drug reaction|my body itches all over|which commonly results in body marks,drug reaction
and my dry|and my hair s texture has considerably altered my dandruff is becoming worse|drug reaction|i m losing hair|itchy scalp my skin is getting quite dry as well,drug reaction
and i m having trouble having sex i frequently get brain fog|as well as feeling somewhat bewildered|drug reaction|my desire for sex has dropped,drug reaction
and my moods swing a lot|drug reaction|i ve noticed a difference in my monthly cycle and an unexpected vaginal discharge i become irritable every now and again,drug reaction
drug reaction|i have put on a lot of weight and am now very obese i have different urges and different appetites,drug reaction
drug reaction|i have terrible mental clarity and find it difficult to stay focused i regularly forget things and have problems remembering things,drug reaction
along with a change in taste and smell|drug reaction|my tongue also has a metallic aftertaste occasionally get severe joint and muscular pain,drug reaction
and i ve been having trouble falling asleep my whole body has been trembling and shivering at times|drug reaction|i have dizziness|i suffer migraines and headaches,drug reaction
and everything seems a little fuzzy|and my heart is racing i m having trouble thinking straight|drug reaction|i am quite queasy and dizzy when i have a temperature my brain is completely cloudy,drug reaction
drug reaction|my hands begin to quiver and i begin to tremble|sometimes my skin starts to flake off from my rashes i m more prone to becoming sick as a result on occasion,drug reaction
drug reaction|there is severe nausea and chest discomfort my chest has been aching lately i m really nervous and shiver a lot of the time,drug reaction
and my entire body itches my skin may be dry and flaky at times|drug reaction|i have rashes on my back and chest|which frequently leaves body marks,drug reaction
and the texture of my hair has changed significantly my dry|drug reaction|i m shedding hair|itchy scalp and dandruff are becoming worse my skin is also becoming pretty dry,drug reaction
and it s difficult for me to do so i regularly have brain fog and a sense of confusion|drug reaction|i no longer want to have sex,drug reaction
and i ve had an unexpected vaginal discharge i occasionally lose my temper|and my moods change a lot|drug reaction|my monthly cycle has changed,drug reaction
drug reaction|i ve gained a lot of weight and am currently quite fat i have many inclinations and cravings,drug reaction
drug reaction|i have awful mental clarity and have trouble focusing i frequently forget things and struggle with memory,drug reaction
drug reaction|leaving a metallic aftertaste can have excruciating joint and muscle pain|my tongue also changes in taste and scent,drug reaction
and i have been having difficulties sleeping i ve been shaking and shivering all over sometimes i become lightheaded|drug reaction|i have headaches and migraines,drug reaction
and i m having difficulties thinking clearly|and my mind is absolutely foggy everything feels a little hazy to me|drug reaction|i feel pretty nauseous and lightheaded my heart is pounding|when i have a temperature,drug reaction
and i start to shake|drug reaction|my rashes occasionally cause my skin to start to fall off i m more likely to get ill as a result my hands occasionally start to tremble,drug reaction
chest pain and severe nausea are present recently|drug reaction|my chest has been hurting i tremble a lot and am quite anxious,drug reaction
and i have rashes on my back and chest sometimes my skin might be dry and flaky|drug reaction|my entire body itches|which often results in body stains,drug reaction
i have a burning sensation in my upper abdomen|ofetn between or at night i have heartburn and indigestion and often feel very nauseous|peptic ulcer disease,peptic ulcer disease
i have bloating and a feeling of uneasiness i have been experiencing weight loss and a loss of appetite sometimes i have dark and tarry stools and blood in my vomit|peptic ulcer disease,peptic ulcer disease
i have difficulty swallowing food and often get a sensation of the food getting stuck in my throat i have constant belching and bloating there is a persitent sour taste in my mouth|peptic ulcer disease,peptic ulcer disease
i have been having bloody stools which has resulted in bloos loss and loss of iron thiis has caused me anemia and i feel very weak in general|peptic ulcer disease,peptic ulcer disease
gnawing hunger and apetite sometimes i get abdominal cramps and spasms there is bloating and gas after eating which causes me a great deal of uneasiness|i have persistant|peptic ulcer disease,peptic ulcer disease
i have changes in my bowel movements|peptic ulcer disease|such as constipation and diarrhea i have a loss of appetite and energy and often feel very fatigued,peptic ulcer disease
i have abdominal pain and it gets only worse if i bend over or lie down i feel discomfort when i eat certain foods such as spicy or acidic food sometimes i get loose stools because of this|peptic ulcer disease,peptic ulcer disease
i have difficulty sleeping due to abdominal pain or discomfort i have a loss of appetite and feel fatigued after going to the bathroom i feel very tited all the time|peptic ulcer disease,peptic ulcer disease
i have a sour acidic taste in my mouth i have frequent belching and burping i have a feeling of pressure or fullness in my upper abdomen that last for a few hours|peptic ulcer disease,peptic ulcer disease
i have unintended weight loss and difficulty gaining weight i have pain and discomfort that is relieved by taking antacids my mouth tastes very bad|peptic ulcer disease,peptic ulcer disease
and frequent bouts of extreme nausea|heartburn|i have burning in my upper abdomen i get indigestion|occasionally throughout the day or at night|peptic ulcer disease,peptic ulcer disease
black stools and vomit that contains blood|bloating and unease are both present in me i ve been losing weight and losing interest in food i occasionally get tarry|peptic ulcer disease,peptic ulcer disease
and i frequently feel like food is getting stuck in my throat i feel bloated and belch constantly i always get a sour taste in my mouth|i have trouble swallowing|peptic ulcer disease,peptic ulcer disease
among other things i now have anaemia from this|and i generally feel quite weak|my bloody stools have caused me to lose iron and bloos|peptic ulcer disease,peptic ulcer disease
i have bloating and gas|my hunger and appetite are persistent and ravenous periodically|my stomach may cramp and spasm after eating|peptic ulcer disease|which makes me quite uncomfortable,peptic ulcer disease
and frequently feel really exhausted|appetite|my bowel motions have changed|peptic ulcer disease|they ve been constipated and diarrhoeal i lack energy,peptic ulcer disease
and bending over or lying down just makes it worse when i consume certain meals|i have discomfort this sometimes causes me to have loose stools|i have stomach ache|peptic ulcer disease|such as spicy or acidic cuisine,peptic ulcer disease
i feel drained and lose my appetite i constantly feel really anxious|i have trouble falling or staying asleep because of stomach ache after using the restroom|peptic ulcer disease,peptic ulcer disease
acidic flavour my burping and belching are frequent for a few hours|i get pressure or fullness in my upper belly|my mouth is filled with a sour|peptic ulcer disease,peptic ulcer disease
i lose weight unintentionally and find it challenging to acquire weight i use antacids to ease the pain and discomfort i experience my mouth feels horrible|peptic ulcer disease,peptic ulcer disease
and regular episodes of severe nausea|i occasionally have burning in my upper abdomen throughout the day or at night i get heartburn|indigestion|peptic ulcer disease,peptic ulcer disease
and i no longer like eating i occasionally get bloody vomit and dark|i feel bloated and uneasy at the same time i ve been losing weight|peptic ulcer disease|tarry stools,peptic ulcer disease
i often feel like food is getting caught in my throat and have problems swallowing i feel bloated and frequently belch i constantly have a bitter aftertaste|peptic ulcer disease,peptic ulcer disease
i now have anaemia and usually feel fairly weak|i ve lost a lot of stuff because of my bloody stools|including iron and bloos because of this|peptic ulcer disease,peptic ulcer disease
my appetite and chronic hunger are both ferocious my stomach may occasionally ache and spasm i have gas and bloating after eating|peptic ulcer disease|which is really painful,peptic ulcer disease
my bowel movements have become constipated and diarrheal i often feel quite tired and lack both energy and appetite|peptic ulcer disease,peptic ulcer disease
bending down or reclining down only makes my stomach feel more i have pain after eating some foods|peptic ulcer disease|such as hot or acidic food i occasionally get loose stools as a result of this,peptic ulcer disease
due to a stomach discomfort|i have problems sleeping or staying asleep i am exhausted after using the bathroom and lose my appetite i m quite nervous all the time|peptic ulcer disease,peptic ulcer disease
a sour|acidic taste is all over my mouth belching and burping are common in me i have pressure or fullness in my upper abdomen for a few hours|peptic ulcer disease,peptic ulcer disease
i take antacids my mouth hurts so much|i unknowingly lose weight and find it difficult to gain weight to relieve the pain and discomfort i feel|peptic ulcer disease,peptic ulcer disease
and indigestion|heartburn|i have burning in my upper abdomen i frequently get extreme nauseous episodes|on occasion|peptic ulcer disease|throughout the day or at night,peptic ulcer disease
black stools|i have both bloating and unease i no longer like eating because i ve been losing weight i sometimes vomit blood and have tarry|peptic ulcer disease,peptic ulcer disease
